run_id,model,val_f1,val_f1_std,test_f1,test_f1_std
11,bert-base-uncased,0.8730326523358333,0.004397601679622301,0.8615323818851994,0.002403227692305892
15,bert-base-uncased,0.8527407954397347,0.007606936460750558,0.855386527852076,0.005299109913106766
1,bert-base-uncased,0.8382917453054951,0.010065536068783347,0.8506330806309599,0.005637218640148241
16,bert-base-uncased,0.8474502652275401,0.0024060054455715494,0.8489230215290633,0.008707810498199797
0,bert-base-uncased,0.8461721523195962,0.009995247692897643,0.8446455729971468,0.00767484963995753
14,bert-base-uncased,0.8576303842877369,0.005127879258477258,0.844631101340168,0.007018920231773103
2,bert-base-uncased,0.857996608334094,0.007414521265827328,0.8436423397834242,0.007940675355145903
13,bert-base-uncased,0.8537037427624853,0.006814866491151317,0.8420609031497058,0.00732487770401898
3,bert-base-uncased,0.8483581117033487,0.006815695060457303,0.8398907486016315,0.010719722778011627
10,bert-base-uncased,0.8568851448809287,0.0073444464877252215,0.8365740512586106,0.007328737494855596
5,bert-base-uncased,0.620772897158133,0.01893773920371097,0.6580532805845032,0.00991920085732396
6,bert-base-uncased,0.5939805731032702,0.01942708730443235,0.6503110653352143,0.011802622759491148
7,bert-base-uncased,0.5384127947810539,0.02368789827399356,0.6089178916032638,0.018531932534534164
9,bert-base-uncased,0.5307955882685592,0.01137852299899663,0.5748061030538021,0.008909044337629117
12,bert-base-uncased,0.526553209914549,0.01551056752697174,0.5680224004100514,0.016159373287736912
4,bert-base-uncased,0.4309728847770337,0.019348259162978748,0.4438056898107857,0.03409260587393483
8,bert-base-uncased,0.3898759390053272,0.008593473985001215,0.3762549524408367,0.00829835600536397
